מזהה,סוג פרק,שם הדמות/הנושא,שנים/תקופה,אזור/מרחב,תקופה,תחום עיקרי,תגיות,תקציר (2–3 שורות),רעיון מרכזי/חידוש,דמויות/השפעות קשורות,קישור ספוטיפיי
108,אישיות,הרב יהודה אלקלעי – תשובה שהופכת לתוכנית לאומית,1798–1878,הבלקן,עת חדשה מאוחרת,הגות ציונית-דתית,"תשובה כללית, שיבה לארץ, דיפלומטיה, שפה עברית, אחדות","הוגה ציוני-דתי מוקדם שמפרש 'תשובה' כתהליך לאומי: שיבה לארץ היא עצמה הגאולה. מציע תכנית פעולה: חברות כלכליות, יוזמות מדיניות ואחידות לאומית סביב עברית וזהות אחת.",תשובה כללית = שיבה: אחריות היסטורית עוברת מן השמיים לאדם ולציבור.,קשר רעיוני למשפחת הרצל (כפי שנרמז בטקסט); מבשרי חיבת ציון,https://open.spotify.com/episode/6GD0RxzoBaG17nmaGA9pe9?si=qeIXN4iwRIWsOjztQ5cWoQ
109,דמות,הרב יהודה אלקלעי,1798–1878,"סרביה, ירושלים",עת חדשה,"ציונות, קבלה, דרשנות","ציונות דתית, גאולה, משיח בן יוסף, יישוב הארץ",מראשוני ההוגים שראו בתנועה הציונית אתחלתא דגאולה. חיבר ספרים שקראו לעלייה ולתחייה רוחנית.,מהלך גאולי הדרגתי מלווה בהשתדלות מעשית – קירוב משיח בן יוסף.,"הרב צבי הירש קלישר, הרב קוק",https://open.spotify.com/episode/4vNN4NEB3pFnQkALkPPq1v
110,אישיות,"שד""ל – הלוחם האחרון של היהדות הרגשית מול כיבוש השכל היווני",1800–1865,פאדובה; איטליה,עת חדשה מאוחרת,פרשנות מקרא ולשון,"חכמת ישראל, פרשנות מקרא, פילולוגיה, רציונליזם, אמונה, חמלה, ביקורת יוון","שד""ל טען שהיהדות האותנטית היא דת של חמלה ואמונה ולא של שכל קר, ובנה מפעל מדעי (לשון, מקרא, ביקורת טקסט) כדי להגן על חיות המסורת. הוא נאבק בחוגי חכמת ישראל שנראו לו כמי שהופכים יהדות לארכיאולוגיה, ותקף את הכנסת ""חכמת יוון"" ליהדות. כאב חייו חיזק אצלו את עליונות האמונה והמעשה הטוב.",הגנה על יהדות של חמלה ואמונה מול רציונליזם קר – באמצעות מחקר מקרא ולשון.,"חכמת ישראל; רמב""ם; ראב""ע; שפינוזה",https://open.spotify.com/episode/03tAgaC9jfaMhMJ2rvW4uF?si=cgIj0F37SiKtDyDT85ZqKA&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
111,דמות,"הרב צבי הירש חיות (מהר""ץ חיות)",1805–1855,גליציה,אחרונים (גליציה/השכלה),"תורה שבעל פה, הגנה על המסורת, מתודולוגיה","מנחת קנאות, תורת נביאים, אמנציפציה, גשר מסורת-מחקר","גדול תורה בגליציה שניסה לגשר בין מחקר זהיר לבין נאמנות מוחלטת לתורה שבעל פה, ובנה שפה של הגנה אינטלקטואלית על המסורת.",גשר נאמן: פתיחות דעת המשרתת אמונה – לא מחליפה אותה.,"חת""ם סופר; שלמה קלוגר; נחמן קרוכמל (רנ""ק)",https://open.spotify.com/episode/7qsdQhzQdtrX80wVbwkfmZ
112,דמות,רבי יעקב אבוחצירא,1806–1880,מרוקו,העת החדשה,"קבלה, הלכה, הנהגה קהילתית","אביר יעקב, תאפילאלת, פיוט, מקובל, שושלת אבוחצירא","מקובל ופוסק בולט ממרוקו, מנהיג רוחני שנודע בפרישותו ובגדלותו בתורה. השפעתו ניכרת עד היום בשושלת אבוחצירא.",חיבור בין קבלה להלכה מתוך ענווה; תיקון אישי וחברתי כתכלית התורה.,"הבבא סאלי, מקובלי מרוקו",https://open.spotify.com/episode/2Er963loo0uKztvzqzvPlA
113,חכם,רבי ישראל מסלנט,1810–1883,ליטא,העת החדשה,"מוסר, חינוך","תנועת המוסר, קלם, סלבודקה, נובהרדוק","מייסד תנועת המוסר, הציב את העבודה הפנימית בלב החיים התורניים, ראה במידות יסוד התשובה.",הבחנה פסיכולוגית בין השכל לרגש – רק דרך מוסר ועבודה פנימית משתנה האדם.,"תלמידי קלם, נובהרדוק",https://open.spotify.com/episode/6SEbHVgsFhOJsCIvwTInSY
114,הגות,אדולף פראנק – הקבלה כפילוסופיה דתית,1810–1893,גרמניה,העת החדשה,"קבלה, פילוסופיה, תולדות הדתות","קבלה, פילוסופיה, הדתות, גרמניה, חקר היהדות",משכיל גרמני שביקש להנגיש את תורת הקבלה כתיאולוגיה פילוסופית עמוקה – לא מיסטיקה נחותה.,הקבלה כצורת חשיבה מטאפיזית שיש לה משמעות אוניברסלית דתית.,"שלמה מונק, משה מנדלסון, תלמידי שפינוזה",https://open.spotify.com/episode/3tiM1FAhaIv7zvVuY5FkBE
115,,הרב שמואל סלנט,1816–1909,,אחרונים,"הלכה, הנהגה ציבורית",,"רבה האשכנזי של ירושלים, מהדמויות המרכזיות בבניית היישוב הישן וירושלים החדשה. הנהיג את הקהילה כמעט שבעים שנה, הקים מוסדות, איחד כוללים ופעל לשילוב הלכה עם אחריות ציבורית.","מנהיגות תורנית־חברתית שמבינה את צרכי הציבור. גישת 'כח דהיתרא' באחריות, תשתית חינוכית וציבורית, ענווה וצניעות אישית.","רבי יוסף זונדל מסלנט, הרב יעקב שאול אלישר, הרצל",https://open.spotify.com/episode/6IZbp5APF1EvHCXfsHDjsf
116,חכם,"המהרי""ל דיסקין",1818–1898,"ליטא, ירושלים",העת החדשה,"הלכה, הנהגה חרדית","בריסק, בית היתומים דיסקין, פולמוס השמיטה, התבדלות קהילתית","מייסד דגם ההנהגה החרדית בירושלים, מתנגד חריף להשכלה, פעל להקמת מוסדות תורה וחברה.","בניית אוטונומיה חרדית, שילוב של תקיפות פסיקתית עם בניית מוסדות תומכים.","הרבנית סוניה דיסקין, בית בריסק",https://open.spotify.com/episode/6Bp9QqhUSS3A8y5iZkBU55
117,אישיות,הרב צדוק הכהן מלובלין – המיסטיקן האינטלקטואלי,1823–1900,ליטא / לובלין,עת חדשה מאוחרת,חסידות והגות,"ספק כתנאי לתורה, תשובה, חטא וזכות, תורה שבעל פה, איזביצא","עילוי ליטאי שנהפך לחסיד בעקבות מפגש עם ר׳ מרדכי יוסף מאיז׳ביצא. מציע תיאולוגיה שבה תורה שבעל‑פה היא התגלות מתמשכת דרך מאבק אנושי, וספק הוא תנאי לגילוי עמוק.",הנפילה כחלק מהמהלך: חטא ותשובה נקראים לאחור כחלק מרצון ה׳; הסכנה האמיתית היא ייאוש.,ר׳ מרדכי יוסף מאיז׳ביצא; הרב דסלר; הרב הוטנר,https://open.spotify.com/episode/6DLhfveOXBJupYoYqgceWx?si=zrPEwB1LQjua2OW_BkVXPw&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
118,אישיות,"אליהו בן אמוזג – ההוגה שדחו הדורות, אך רעיונו התגלה כגדול מדורותיו",1823–1900,ליבורנו; איטליה,עת חדשה מאוחרת,מוסר והגות,"קבלה, פילוסופיה מודרנית, קאנט, הגל, שפינוזה, דרווין, בני נח, אוניברסליות","בן אמוזג הציג את הקבלה כלב היהדות וכמערכת שמסוגלת לפרש ולבקר את המודרנה (משפינוזה ועד קאנט ודרווין). הוא ניסח חזון דו-קומתי: ישראל כשומר תורת משה ותורת בני נח כיעד אוניברסלי לאנושות. אף שנדחה בין מחנות, בדורות האחרונים נחשף מחדש כמציע מודרנה של שילוב ולא של ניתוק.",קבלה כאוניברסליות יהודית: חיבור מסורת סוד עם פילוסופיה מודרנית וחזון בני נח.,"שפינוזה; הגל; קאנט; דרווין; שד""ל",https://open.spotify.com/episode/66ocgEWzF0dAp3RmcvYSAn?si=kkTXOdjtTHi39U7Ohf1yTg&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
119,דמות,הרב צדוק הכהן מלובלין,1823–1900,פולין,עת חדשה,"קבלה, חסידות, הגות","חסידות, קבלה, דרוש, תיקון, חדשנות","מההוגים המקוריים בחסידות, חיבר את 'צדקת הצדיק' וחיבורים נוספים המשלבים עומק רעיוני עם חיפוש אישי.",הרע במקורו הוא הכנה לטוב; התשוקה היא מנוע לתיקון.,"הרבי מאיזביצה, תלמידי קוצק",https://open.spotify.com/episode/6XLsSvlI1KwSYKZXDhyaTD
120,אישיות,הרב שמואל מוהליבר – מנהיג דתי ומבשר הציונות,1824–1898,מזרח אירופה / ארץ ישראל (מפעל היישוב),עת חדשה מאוחרת,מנהיגות ציונית-דתית,"חיבת ציון, אחדות דתיים-חילונים, היתר מכירה, התיישבות","מנהיג חיבת ציון שהבין שהשיבה לארץ היא משימה מעשית. יצר גשר בין דתיים לחילונים, פעל עם רוטשילד להקמת מושבות, ותמך בהיתר מכירה בפולמוס השמיטה כדי להציל את ההתיישבות.",ברית ציבורית רחבה כצורך גאולי: אחדות בין כוחות שונים בעם כדי לבנות מציאות.,הרצל (כינויו בטקסט); הרב קוק (הספד); רוטשילד; מזכרת בתיה,https://open.spotify.com/episode/5T2FtQnfoEkvsFnCYyFBcQ?si=B9g6mdr7TtqbzlQnC1gTMA
121,דמות,הרב שמואל מוהליבר,1824–1898,פולין,העת החדשה,"ציונות דתית, רבנות, הנהגה ציבורית","חובבי ציון, פועלי אגודת ישראל, הנהגה רוחנית","מרבני תנועת חובבי ציון, חיפש דרך לשלב מסורת עם תחייה לאומית. עודד התיישבות יהודית בארץ.",השתלבות הציונות במסגרת ההלכה כמחויבות דתית ולאומית.,"הרב קלישר, הרב אלקלעי, הרצל",https://open.spotify.com/episode/2z6Y3bfXsFTNHPvI0HsiJq
122,אישיות,ר׳ יחיאל מיכל הלוי אפשטיין – “ערוך השולחן”,1829–1908,נובהרדוק (מזרח אירופה),עת חדשה מאוחרת,פסיקה קהילתית,"הלכה למעשה, מנהג, מודרנה, עוני, אנטישמיות, משנה ברורה","רב קהילה שפסק מתוך 'מבט מן החלון': להבין קודם את חיי האנשים ואז לחזור למקורות. כותב קודקס בהיר ושיטתי עם נטייה לאשש מנהגים ולהקל כשצריך, מול משברי תקופה.",פסיקה מציאותית נאמנה למסורת: דיאלוג אמיץ בין טקסט לחיים במקום חומרות מנותקות.,בעל המשנה ברורה (השוואה בטקסט); ברוך הלוי אפשטיין (תורה תמימה),https://open.spotify.com/episode/1reKfnLOTfoSzBHRhzGMbe?si=g78LXL5_Q12g6IpvjyRTMQ&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
123,דמות,ערוך השולחן (הרב יחיאל מיכל אפשטיין),1829–1908,"נובהרודוק, רוסיה",המאה ה־19,"פסיקה, הלכה מערכתית","הלכה, ערוך השולחן, שיטתיות, סמכות רבנית",מחבר סדרת ספרי ההלכה 'ערוך השולחן' שפרשו את כל השולחן ערוך בגישה חדשנית ומסכמת.,"הצגת ההלכה כישות חיה, עכשווית, ובעלת סמכות מתוך שורשיה.","הרב יוסף קארו, שולחן ערוך",https://open.spotify.com/episode/3zRwIpWZs0YUrRrpGcndte
124,,הרב חיים חזקיהו מדיני,1832–1904,,אחרונים,"הלכה, אנציקלופדיסטיקה תורנית",,"מחבר ה'שדי חמד' – אנציקלופדיה הלכתית בת 18 כרכים. פעל בקהילות ספרדיות ואשכנזיות, איחד מסורות הלכתיות שונות ויצר כלים מתודולוגיים חדשניים לעולם הפסיקה.","סדר ובהירות בעומס הפסיקה. סינתזה של מסורות, עמל מתמשך וראייה מערכתית של התורה.","חכמי ליטא, ספרד, חב""ד",https://open.spotify.com/episode/7G1e30kwtU62b50Mao1pdn
125,אישיות,הרב יוסף חיים מבגדאד – “בן איש חי” (לא מה שחשבתם),1835–1909,בגדאד,עת חדשה מאוחרת,"הלכה, קבלה והגות חברתית","ביקורת חברתית, מעמדות, טנזימאט, פסיקה, פיוט, קבלה","דמות רב-פנים: מגדולי פוסקי המזרח וגם הוגה חברתי. לאחר משבר אישי וכלכלי פיתח שפה שמחברת תורה למציאות של יחסי כוח, ומעניקה לעניים ידע מוסרי ייחודי.",תורה כפרשנות חברתית: הפסיקה והדרשה חושפות עוולות ומחייבות אחריות מוסרית – בלי לוותר על עומק הלכתי וקבלי.,רפורמות הטנזימאט; דיון מודרני על שוויון וזהות; מסורת יהדות בבל,https://open.spotify.com/episode/5mA6IjVV5SbxfT0OfQ22Ad?si=-IWNH499SoGWQ6XF5UUQbg&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
