מזהה,סוג פרק,שם הדמות/הנושא,שנים/תקופה,אזור/מרחב,תקופה,תחום עיקרי,תגיות,תקציר (2–3 שורות),רעיון מרכזי/חידוש,דמויות/השפעות קשורות,קישור ספוטיפיי
228,חכם,"רבי יצחק מקורביל (הסמ""ק)",נפטר 1280,צרפת,ראשונים,"הלכה, חינוך","סמ""ק, מצוות, חינוך",מחבר ספר מצוות נגיש שהפך את ההלכה למדריך חיים יומיומי לכל יהודי.,הפיכת ההלכה לכלי חינוכי-מעשי לעם כולו,רבי יחיאל מפריז; רבנו פרץ; בעלי התוספות,https://open.spotify.com/episode/6UrTGXdvwzHksRdb2MK3Nd?si=-Jd9HxgnSWeB8CfSgi0wYg&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
229,חכם,רבנו פרץ מקורביל,המאה ה־13,צרפת,ראשונים,"תלמוד, עריכה","תוספות, סמ""ק, עריכה","עורך-על של עולם התוספות, שסידר ושימר את המסורת התלמודית בתקופת חורבן.",עריכת המסורת כהצלת התורה לדורות,"מהר""ם מרוטנבורג; מרדכי; חכמי צרפת",https://open.spotify.com/episode/5Iri3H2JcF1NuSrVD3Pnpu?si=L50WmdF7QMu5GJ_bRyWdxA&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
230,חכם,רבי מאיר הכהן מרוטנבורג,המאה ה־13,אשכנז,ראשונים,הלכה,"הגהות מיימוניות, מנהג","שילב בין שיטת הרמב""ם למסורת אשכנזית באמצעות הערות ביקורתיות ושימור מנהגים.",יצירת דיאלוג בין קודקס אחיד למסורת חיה,"מהר""ם מרוטנבורג; הרמב""ם; הרמ""א",https://open.spotify.com/episode/26lw9FnAGUvrdpyiczTl58?si=V8X9zsb2T2-MYW0YIqPJ1g&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
231,חכם,רבי אליעזר מטוך,המאה ה־13,צרפת/אשכנז,ראשונים,תלמוד,"תוספות טוך, עריכה","העורך שעיצב את נוסח התוספות בדפוס הש""ס והפך אותו לסטנדרט לדורות.",כוח העריכה כמעצב דרך הלימוד,"ר""י הזקן; בעלי התוספות; מדפיסי הש""ס",https://open.spotify.com/episode/04Hkb5vYxReuIGq0cTG2fh?si=7s2SsOxQS0Sk1ir7aO-2cA&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
232,חכם,הריבב״ן – רבי יהודה בן בנימין הענו,המאה ה־13,איטליה (רומא),ראשונים,"הלכה, פרשנות","מנהגי רומא, הרי״ף, מסורת",חכם מרכזי ביהדות איטליה שביסס מסורת הלכתית עצמאית ושימר את מנהגי רומא תוך שילוב עומק תלמודי ודיוק פרשני.,שילוב בין מסורת חיה לפרשנות שיטתית של ההלכה,הרי״ף; משפחת הענוים; שיבולי הלקט; תניא רבתי,https://open.spotify.com/episode/1ANs8CZ7mIUXhJFOSBrC3u?si=ooP2kj_RSX-_x3DUoW2BAA&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
233,חכם,הרי״ד הזקן – רבי ישעיה די טראני,המאה ה־13,איטליה,ראשונים,"תלמוד, הלכה","תוספות, שיטה למדנית","יצר שיטת לימוד חדשה המתמקדת בהבנת כל סוגיה בפני עצמה, גם במחיר השארת סתירות פתוחות.",“ננס על גבי ענק” – המשכיות יצירתית של המסורת,"בעלי התוספות; מהר""ם מרוטנבורג; הרא""ש; ריטב""א",https://open.spotify.com/episode/1RhrrkBapQNDsL3Nc92rS3?si=7Gjs0wn9S7GsKnZhre0xqw&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
234,חכם,רבי אביגדור כ״ץ מווינה,המאה ה־13,"איטליה, גרמניה, אוסטריה",ראשונים,"הלכה, הנהגה","מעבר מסורות, פסיקה","מנהיג שחיבר בין מסורות איטליה, אשכנז וצרפת והפך את וינה למרכז תורני משמעותי.",יצירת סינתזה בין שיטות לימוד שונות למסורת אחת,"מהר""ם מרוטנבורג; המרדכי; הגהות מיימוניות; חכמי אשכנז",https://open.spotify.com/episode/0Gbt6DvaXHHA3NQUKn6gAe?si=JMjFC7GjQ_SEb1wrM1zHPg&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
235,חכם,רבי מנחם בן זרח,1310–1385,"ספרד (נבארה, טולדו)",ראשונים,"הלכה, הנהגה","ספרי פסיקה, מדריך חיים","פוסק שכתב את ""צדה לדרך"" – מדריך הלכתי ברור ונגיש לאנשים עסוקים החיים תחת לחץ תרבותי.",הלכה עם טעם – שילוב בין בהירות להבנה רעיונית,הרשב״א; הרא״ש; יהדות ספרד,https://open.spotify.com/episode/1EzJwt2utRl4bZDfogQTk3?si=ClJmsJVhSciI2P93GZnYPQ&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
236,חכם,רבי יהודה בן הרא״ש,1290–1349,אשכנז וספרד (טולדו),ראשונים,"הלכה, הנהגה","מעבר מרכזי תורה, פסיקה","מנהיג יהדות ספרד לאחר הרא״ש, ששילב בין שיטות אשכנז וספרד ויצר סמכות הלכתית רחבה.",סינתזה בין עיון אשכנזי לפסיקה ספרדית,הרא״ש; הרמב״ם; הרי״ף; רבי יוסף קארו,https://open.spotify.com/episode/2m1fncs0HVkTUF3QjJSqrD?si=zb63JZhPSli9pifLd5Xr2Q&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
237,חכם,רבי משה מאיוורא,המאה ה־13,צרפת (נורמנדי),ראשונים,"תלמוד, למדנות","תוספות, שיטה לימודית","מחכמי התוספות שפיתח תפיסה מהפכנית: הספרים עצמם הם מקור הסמכות, והלומד שותף פעיל בפירוש.",“הספר כרב” – מעבר הסמכות מהאדם לטקסט,בעלי התוספות; רבי יונה גירונדי,https://open.spotify.com/episode/09Ok3NEhEHqYG6U2fRRb2J?si=PRQWK3RpRsWkIpACj0Z80w&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
238,חכם,האדמו״ר מקאליב – רבי מנחם מנדל טאוב,1923–2019,"אירופה, ישראל",מודרני,"חסידות, זיכרון השואה","שואה, חינוך, אמונה","ניצול שואה שהפך את זיכרון האסון לשליחות של אמונה, תורה והפצת קריאת ""שמע ישראל"".",הפיכת השבר לשליחות רוחנית,הרב עובדיה יוסף; חסידות; ניצולי שואה,https://open.spotify.com/episode/2RfVxXD6TIynHVoCEcKPJn?si=iSK77LupSmaVY-K3qrG6Dg&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
239,חכם,רבי יצחק מדורא,1220–1300,אשכנז (גרמניה),ראשונים,הלכה מעשית,"כשרות, בית יהודי","מחבר ""שערי דורא"" – ספר יסוד בהלכות איסור והיתר שעיצב את חיי הבית והמטבח היהודי לדורות.",הנגשת ההלכה מהישיבה אל הבית,מהר״ם מרוטנבורג; רא״ש; רמ״א,https://open.spotify.com/episode/2JtdoVxOBakR7TWV6cxppI?si=C-3DosdvR5u40UeOnOjiPA&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
240,חכם,רבי נחמן קרוכמל (רנ״ק),1785–1840,אירופה (גליציה),מודרני,פילוסופיה יהודית,"היסטוריה, השכלה",הוגה שהפך את ההיסטוריה לכלי להבנת נצח ישראל ולחיבור בין אמונה לביקורת מודרנית.,ההיסטוריה כהוכחה לאמונה,חכמת ישראל; פילוסופיה גרמנית,https://open.spotify.com/episode/0ex690joNUDbh2ClkDxF8w?si=AFDTHOpGSr2oy4sirofNOg&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
241,חכם,רבי שמשון בן צדוק,המאה ה־13,אשכנז,ראשונים,"הלכה, הנהגה","תשב״ץ קטן, מהרא״ם","תלמיד המהר""ם מרוטנבורג שתיעד את חיי רבו בכלא והפך הנהגה חיה למקור הלכתי.",הלכה מתוך חיים – תיעוד מציאות כבסיס לפסיקה,מהר״ם מרוטנבורג; בעל הטורים; רמ״א,https://open.spotify.com/episode/5icFLQJoUIWSCfgYau1reF?si=QYYs8XAMR2Kh3ClK1GKkOg&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
242,חכם,רבי אהרן הכהן מלוניל,1250–1327,"פרובאנס, מיורקה",ראשונים,"הלכה, מוסר, קבלה","ארחות חיים, מסורת פרובאנס","מחבר ""ארחות חיים"" – יצירה המשלבת הלכה, מוסר וסוד, תוך שימור עולם תורני מתפורר.","ההלכה כדרך חיים כוללת – גוף, נפש וסוד",רמב״ם; רשב״א; ראב״ד; מאירי; רבי יוסף קארו,https://open.spotify.com/episode/1hCgDwZ2J6pMMMANMx4cc1?si=9kQE5KUYTeG9fxXnvKz8Ow
243,חכם,רבי אלכסנדרי זוסלין הכהן (המהרא״ך),המאה ה־14,אשכנז (ארפורט),ראשונים,הלכה,"ספר האגודה, פסיקה אשכנזית","מחבר ""ספר האגודה"" – סיכום שיטתי של הש״ס שנועד לייצב את ההלכה לאחר משברים.",תמצות והכרעה – מעבר מפלפול להלכה ברורה,מהר״ם מרוטנבורג; רמ״א; רבי יוסף קארו,https://open.spotify.com/episode/03IxTZw4qg4XD0zBCuyEOT?si=Wu6D-ZjIRm-0vMdTfGCFMg&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
244,חכם,רבי ישראל יהושע טרונק (ישועות מלכו),1820–1893,פולין,אחרונים,"הלכה, ציונות דתית","היתר מכירה, יישוב הארץ","פוסק גדול שתמך בהתיישבות וב""היתר מכירה"" מתוך ראיית הגאולה המעשית.",עבודת הארץ כחלק מהמצווה והגאולה,קלישר; רבני ארץ ישראל; פוסקי הדור,https://open.spotify.com/episode/5CjFGW61SRKSx3ScmazcV1?si=yMTsAl7DQgaQkfTni_UnHA&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
245,חכם,רבי ברוך שפירא,המאה ה־20–21,ישראל (מצפה רמון),מודרני,"קבלה, מוסר, הגות","קבלה נבואית, צירופי אותיות, נובהרדוק","מקובל מודרני שבחר בחיי פרישות במדבר, ושילב למדנות ליטאית, מוסר נובהרדוקאי וקבלה מעשית-נבואית. ביקש להחיות את חכמת הצירוף כדרך השגה חיה ולא רק עיונית.","קבלה כדרך חיים תובענית: זיכוך האדם עד להפיכתו לכלי השגה, תוך חיבור בין תורה, מדע ותודעה בעידן מודרני מואץ",הסטייפלר; תנועת נובהרדוק; מקובלי הזוהר והאר״י,https://open.spotify.com/episode/6T3X5jyANKwDXe6qS8gM4I?si=kcot4PDVQe-NdyNNZqBDAQ&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
246,דמות,הרב נתן צבי פינקל (הסבא מסלבודקה),1849–1927,"ליטא, סלבודקה, חברון",העת החדשה,מוסר וחינוך,"תנועת המוסר, סלבודקה, גדלות האדם",מייסד אסכולת סלבודקה ומעצב תפיסת 'גדלות האדם'. העמיד דור מנהיגים מרכזי בעולם הישיבות.,גדלות האדם כבסיס לעבודת ה' ולחינוך.,"הרב ישראל סלנטר, הרב אהרון קוטלר, הרב שך",https://open.spotify.com/episode/4iRZ0WdzCGhxJrGTmkAzUf?si=CXMer1BVTxKsXGs1gsSIYQ&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
247,דמות,החיד״א (רבי חיים יוסף דוד אזולאי),1724–1806,"ירושלים, אירופה וצפון אפריקה",העת החדשה המוקדמת,"הלכה, קבלה וביבליוגרפיה","שד״ר, ביבליוגרפיה, קבלה, פסיקה","פוסק, מקובל והיסטוריון שיצר את 'שם הגדולים' והפך לדמות מפתח בזיכרון התרבותי היהודי.","שילוב בין מחקר כתבי יד, פסיקה וקבלה.","הרש״ש, בית אל",https://open.spotify.com/episode/2MiUUx51sCblnVdS9i61Xq?si=-JcXTwudTqegydyfmDFvKQ&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
248,דמות,שלמה מולכו,1500–1532,"פורטוגל, איטליה, האימפריה העות'מאנית",ראשית העת החדשה,קבלה ומשיחיות,"אנוסים, גאולה, קבלה",מקובל ומשיחי נועז שעבר מאנוס פורטוגלי לדמות מרכזית בתנועות הגאולה של המאה ה-16.,חיבור בין חזון משיחי לפעולה היסטורית.,"דוד הראובני, רבי יוסף קארו",https://open.spotify.com/episode/3FgDgymcQOnmJoDgKQHJMU?si=J8TKFoGzSEO3r5hybFUasw&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
249,דמות,רבי שלמה הלוי אלקבץ,1505–1584,סלוניקי וצפת,ראשית העת החדשה,קבלה ופיוט,"לכה דודי, צפת, קבלה","מגדולי מקובלי צפת ומחבר הפיוט 'לכה דודי', שעיצב את חוויית קבלת השבת לדורות.",הפיכת הקבלה לשפה ליטורגית וחווייתית.,"רבי יוסף קארו, הרמ״ק, האר״י",https://open.spotify.com/episode/25yj7KlJBpuYyoAu8YZrDW?si=OM4_HlAKQ1SCnm0uPXpa1g&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
250,דמות,רבי יום־טוב ליפמן הלר,1578–1654,"פראג, קרקוב",ראשית העת החדשה,"הלכה, פרשנות והנהגה","תוספות יום טוב, משנה",פרשן המשנה הגדול ומנהיג קהילות בתקופת משברים ורדיפות באירופה.,חידוש לימוד המשנה כבסיס להבנת התלמוד.,המהר״ל מפראג,https://open.spotify.com/episode/3nwItn9PGKFfIopZY2AUMZ?si=pT_KPjlDS_ynS970NklLog&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
251,דמות,הרבי מליובאוויטש,1902–1994,"רוסיה, ארה""ב",העת החדשה,"חסידות, הנהגה","חב""ד, שליחות, גאולה","מנהיגה השביעי של חסידות חב""ד שהקים רשת שליחות עולמית והפך את האחריות לכל יהודי לחזון אוניברסלי.",הפיכת העולם ל'דירה בתחתונים' באמצעות שליחות ומעשה.,"חב""ד, הרב יוסף יצחק שניאורסון",https://open.spotify.com/episode/01M5utyXbX5Zwzf2skxRIE?si=snEubQiVTymoKuP-vKJpUQ&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
252,דמות,הרב עובדיה יוסף,1920–2013,ישראל,העת החדשה,"הלכה, הנהגה ציבורית","ש""ס, יביע אומר, הראשון לציון",מגדולי פוסקי ההלכה בדור האחרון ומנהיגה הרוחני של יהדות ספרד. החזיר את מרכזיות הפסיקה הספרדית והקים תנועת תחייה חברתית ותורנית.,החזרת עטרה ליושנה ושילוב הלכה עם אחריות ציבורית.,"שולחן ערוך, ש""ס",https://open.spotify.com/episode/6EwCSxth06Ypc8hwKpUZIn?si=jjTH6lSGSrGYZRLRWUlXIQ&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
253,דמות,רבי שלמה אלישיב (בעל הלשם),1841–1926,ליטא וירושלים,העת החדשה,קבלה,"לשם שבו ואחלמה, קבלת הגר""א","מגדולי המקובלים הליטאיים בעת החדשה, מחבר שיטה סדורה להבנת הקבלה על פי האר""י והגר""א.",דיוק מושגי ואחריות מחשבתית בלימוד הקבלה.,"הראי""ה קוק, החזון איש, הרב יוסף שלום אלישיב",https://open.spotify.com/episode/4hfLDSOuomsBnjabb72CNT?si=2UVLJUgQQFqEMLdBw8th4g&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
